range_tf,sig_tf,lookback,session,model,exit_type,reclaim_bars,fb_bars,sos_variant,vol_filter,n,tr_wk,win_pct,PF,expR,totR,maxDD_R,med_stop_pts
4h,5m,40,asia,W7,fixed2r,,,high,,61,0.0943,19.7,0.12,-1.325,-80.9,-81.2,1.21
4h,5m,40,asia,W7,exit3,,,high,,61,0.0943,16.4,0.06,-1.407,-85.9,-85.5,1.21
4h,5m,40,asia,W8,fixed2r,,,mid,,57,0.0881,17.5,0.21,-0.974,-55.5,-56.2,3.32
4h,5m,40,asia,W8,exit3,,,mid,,57,0.0881,14.0,0.15,-0.992,-56.5,-56.7,3.32
4h,5m,40,asia,W8,fixed2r,,,high,,29,0.0448,10.3,0.12,-1.156,-33.5,-35.1,5.58
4h,5m,40,asia,W8,exit3,,,high,,29,0.0448,10.3,0.09,-1.173,-34.0,-34.6,5.58
4h,5m,40,london,W1,fixed2r,1.0,,,False,213,0.3293,30.0,0.64,-0.297,-63.2,-68.4,10.18
4h,5m,40,london,W1,exit3,1.0,,,False,213,0.3293,30.0,0.56,-0.306,-65.2,-67.5,10.18
4h,5m,40,london,W1+W11,fixed2r,1.0,,,True,49,0.0758,32.7,0.81,-0.146,-7.2,-15.2,15.5
4h,5m,40,london,W1+W11,exit3,1.0,,,True,49,0.0758,32.7,0.66,-0.228,-11.2,-14.2,15.5
4h,5m,40,london,W1,fixed2r,3.0,,,False,221,0.3417,31.2,0.7,-0.238,-52.6,-56.0,11.6
4h,5m,40,london,W1,exit3,3.0,,,False,221,0.3417,31.2,0.62,-0.249,-55.1,-57.5,11.6
4h,5m,40,london,W1+W11,fixed2r,3.0,,,True,52,0.0804,34.6,0.92,-0.061,-3.2,-10.1,18.94
4h,5m,40,london,W1+W11,exit3,3.0,,,True,52,0.0804,34.6,0.8,-0.118,-6.2,-9.1,18.94
4h,5m,40,london,W2,fixed2r,1.0,,,,252,0.3896,34.1,0.6,-0.366,-92.2,-100.2,3.51
4h,5m,40,london,W2,exit3,1.0,,,,252,0.3896,34.1,0.51,-0.364,-91.7,-98.7,3.51
4h,5m,40,london,W2,fixed2r,3.0,,,,263,0.4066,33.5,0.62,-0.342,-90.0,-92.7,4.21
4h,5m,40,london,W2,exit3,3.0,,,,263,0.4066,33.5,0.52,-0.352,-92.5,-95.7,4.21
4h,5m,40,london,W3,fixed2r,1.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3,exit3,1.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3+W11,fixed2r,1.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3+W11,exit3,1.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3,fixed2r,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3,exit3,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3+W11,fixed2r,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3+W11,exit3,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3,fixed2r,3.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3,exit3,3.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3+W11,fixed2r,3.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3+W11,exit3,3.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3,fixed2r,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3,exit3,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3+W11,fixed2r,3.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W3+W11,exit3,3.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W4,fixed2r,1.0,,mid,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W4,exit3,1.0,,mid,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W4,fixed2r,1.0,,high,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W4,exit3,1.0,,high,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W4,fixed2r,3.0,,mid,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W4,exit3,3.0,,mid,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W4,fixed2r,3.0,,high,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W4,exit3,3.0,,high,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W5,target_or_2r,,2.0,,,342,0.5287,29.8,0.58,-0.373,-127.5,-127.8,7.27
4h,5m,40,london,W5,exit3,,2.0,,,342,0.5287,29.5,0.5,-0.37,-126.5,-125.8,7.27
4h,5m,40,london,W5,target_or_2r,,4.0,,,344,0.5318,30.5,0.63,-0.314,-108.2,-109.2,7.79
4h,5m,40,london,W5,exit3,,4.0,,,344,0.5318,30.2,0.55,-0.316,-108.7,-108.4,7.79
4h,5m,40,london,W6,fixed2r,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W6,exit3,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,london,W7,fixed2r,,,mid,,105,0.1623,23.8,0.23,-0.988,-103.8,-106.4,2.0
4h,5m,40,london,W7,exit3,,,mid,,105,0.1623,20.0,0.16,-1.003,-105.3,-106.4,2.0
4h,5m,40,london,W7,fixed2r,,,high,,44,0.068,15.9,0.15,-1.241,-54.6,-51.6,1.94
4h,5m,40,london,W7,exit3,,,high,,44,0.068,15.9,0.1,-1.321,-58.1,-55.0,1.94
4h,5m,40,london,W8,fixed2r,,,mid,,70,0.1082,25.7,0.34,-0.735,-51.5,-49.4,3.77
4h,5m,40,london,W8,exit3,,,mid,,70,0.1082,24.3,0.23,-0.835,-58.5,-55.9,3.77
4h,5m,40,london,W8,fixed2r,,,high,,16,0.0247,12.5,0.13,-1.052,-16.8,-15.4,5.27
4h,5m,40,london,W8,exit3,,,high,,16,0.0247,12.5,0.08,-1.052,-16.8,-16.4,5.27
4h,5m,40,pre_ny,W1,fixed2r,1.0,,,False,113,0.1747,34.5,0.79,-0.164,-18.6,-30.2,9.06
4h,5m,40,pre_ny,W1,exit3,1.0,,,False,113,0.1747,34.5,0.72,-0.177,-20.1,-26.2,9.06
4h,5m,40,pre_ny,W1+W11,fixed2r,1.0,,,True,25,0.0386,32.0,0.81,-0.142,-3.6,-6.4,16.31
4h,5m,40,pre_ny,W1+W11,exit3,1.0,,,True,25,0.0386,32.0,0.76,-0.142,-3.6,-4.9,16.31
4h,5m,40,pre_ny,W1,fixed2r,3.0,,,False,132,0.2041,32.6,0.77,-0.179,-23.6,-28.3,12.66
4h,5m,40,pre_ny,W1,exit3,3.0,,,False,132,0.2041,33.3,0.76,-0.141,-18.6,-20.9,12.66
4h,5m,40,pre_ny,W1+W11,fixed2r,3.0,,,True,29,0.0448,37.9,1.05,0.034,1.0,-6.5,16.31
4h,5m,40,pre_ny,W1+W11,exit3,3.0,,,True,29,0.0448,37.9,0.97,-0.018,-0.5,-5.0,16.31
4h,5m,40,pre_ny,W2,fixed2r,1.0,,,,212,0.3277,28.3,0.53,-0.435,-92.1,-107.6,6.46
4h,5m,40,pre_ny,W2,exit3,1.0,,,,212,0.3277,28.3,0.47,-0.402,-85.1,-96.8,6.46
4h,5m,40,pre_ny,W2,fixed2r,3.0,,,,243,0.3757,29.2,0.59,-0.368,-89.5,-107.0,7.27
4h,5m,40,pre_ny,W2,exit3,3.0,,,,243,0.3757,29.6,0.54,-0.322,-78.3,-92.3,7.27
4h,5m,40,pre_ny,W3,fixed2r,1.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3,exit3,1.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3+W11,fixed2r,1.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3+W11,exit3,1.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3,fixed2r,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3,exit3,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3+W11,fixed2r,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3+W11,exit3,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3,fixed2r,3.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3,exit3,3.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3+W11,fixed2r,3.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3+W11,exit3,3.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3,fixed2r,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3,exit3,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3+W11,fixed2r,3.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W3+W11,exit3,3.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W4,fixed2r,1.0,,mid,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W4,exit3,1.0,,mid,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W4,fixed2r,1.0,,high,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W4,exit3,1.0,,high,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W4,fixed2r,3.0,,mid,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W4,exit3,3.0,,mid,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W4,fixed2r,3.0,,high,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W4,exit3,3.0,,high,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W5,target_or_2r,,2.0,,,247,0.3818,33.2,0.72,-0.233,-57.4,-56.6,10.4
4h,5m,40,pre_ny,W5,exit3,,2.0,,,247,0.3818,34.0,0.68,-0.203,-50.2,-49.9,10.4
4h,5m,40,pre_ny,W5,target_or_2r,,4.0,,,254,0.3927,31.1,0.7,-0.248,-62.9,-64.6,11.66
4h,5m,40,pre_ny,W5,exit3,,4.0,,,254,0.3927,31.9,0.69,-0.186,-47.2,-47.4,11.66
4h,5m,40,pre_ny,W6,fixed2r,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W6,exit3,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,pre_ny,W7,fixed2r,,,mid,,111,0.1716,19.8,0.26,-0.883,-98.0,-101.1,4.7
4h,5m,40,pre_ny,W7,exit3,,,mid,,111,0.1716,18.9,0.2,-0.878,-97.5,-99.1,4.7
4h,5m,40,pre_ny,W7,fixed2r,,,high,,51,0.0788,17.6,0.16,-1.144,-58.3,-57.3,2.0
4h,5m,40,pre_ny,W7,exit3,,,high,,51,0.0788,17.6,0.1,-1.164,-59.3,-58.8,2.0
4h,5m,40,pre_ny,W8,fixed2r,,,mid,,53,0.0819,22.6,0.4,-0.588,-31.1,-30.5,8.02
4h,5m,40,pre_ny,W8,exit3,,,mid,,53,0.0819,22.6,0.33,-0.569,-30.1,-30.0,8.02
4h,5m,40,pre_ny,W8,fixed2r,,,high,,14,0.0216,14.3,0.25,-0.859,-12.0,-11.6,5.52
4h,5m,40,pre_ny,W8,exit3,,,high,,14,0.0216,14.3,0.2,-0.859,-12.0,-11.2,5.52
4h,5m,40,ny_am,W1,fixed2r,1.0,,,False,548,0.8472,27.9,0.66,-0.274,-150.3,-172.6,17.04
4h,5m,40,ny_am,W1,exit3,1.0,,,False,548,0.8472,28.1,0.61,-0.247,-135.3,-147.6,17.04
4h,5m,40,ny_am,W1+W11,fixed2r,1.0,,,True,185,0.286,29.2,0.71,-0.226,-41.8,-57.9,16.31
4h,5m,40,ny_am,W1+W11,exit3,1.0,,,True,185,0.286,29.7,0.66,-0.212,-39.3,-50.7,16.31
4h,5m,40,ny_am,W1,fixed2r,3.0,,,False,560,0.8657,28.2,0.67,-0.259,-145.3,-160.7,20.32
4h,5m,40,ny_am,W1,exit3,3.0,,,False,560,0.8657,28.4,0.63,-0.23,-128.6,-138.4,20.32
4h,5m,40,ny_am,W1+W11,fixed2r,3.0,,,True,204,0.3154,31.4,0.79,-0.158,-32.3,-51.1,20.74
4h,5m,40,ny_am,W1+W11,exit3,3.0,,,True,204,0.3154,31.9,0.74,-0.156,-31.8,-46.2,20.74
4h,5m,40,ny_am,W2,fixed2r,1.0,,,,506,0.7822,32.4,0.72,-0.223,-113.0,-135.5,10.35
4h,5m,40,ny_am,W2,exit3,1.0,,,,506,0.7822,32.6,0.65,-0.228,-115.4,-130.3,10.35
4h,5m,40,ny_am,W2,fixed2r,3.0,,,,519,0.8023,32.8,0.74,-0.2,-103.9,-125.7,11.41
4h,5m,40,ny_am,W2,exit3,3.0,,,,519,0.8023,33.3,0.67,-0.206,-106.8,-122.1,11.41
4h,5m,40,ny_am,W3,fixed2r,1.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3,exit3,1.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3+W11,fixed2r,1.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3+W11,exit3,1.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3,fixed2r,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3,exit3,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3+W11,fixed2r,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3+W11,exit3,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3,fixed2r,3.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3,exit3,3.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3+W11,fixed2r,3.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3+W11,exit3,3.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3,fixed2r,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3,exit3,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3+W11,fixed2r,3.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W3+W11,exit3,3.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W4,fixed2r,1.0,,mid,,3,0.0046,66.7,2.46,0.563,1.7,-1.2,4.81
4h,5m,40,ny_am,W4,exit3,1.0,,mid,,3,0.0046,66.7,11.72,0.563,1.7,-0.2,4.81
4h,5m,40,ny_am,W4,fixed2r,1.0,,high,,1,0.0015,0.0,0.0,-1.897,-1.9,0.0,1.34
4h,5m,40,ny_am,W4,exit3,1.0,,high,,1,0.0015,0.0,0.0,-1.897,-1.9,0.0,1.34
4h,5m,40,ny_am,W4,fixed2r,3.0,,mid,,3,0.0046,66.7,2.46,0.563,1.7,-1.2,4.81
4h,5m,40,ny_am,W4,exit3,3.0,,mid,,3,0.0046,66.7,11.72,0.563,1.7,-0.2,4.81
4h,5m,40,ny_am,W4,fixed2r,3.0,,high,,1,0.0015,0.0,0.0,-1.897,-1.9,0.0,1.34
4h,5m,40,ny_am,W4,exit3,3.0,,high,,1,0.0015,0.0,0.0,-1.897,-1.9,0.0,1.34
4h,5m,40,ny_am,W5,target_or_2r,,2.0,,,453,0.7003,30.7,0.77,-0.17,-77.0,-89.2,27.79
4h,5m,40,ny_am,W5,exit3,,2.0,,,453,0.7003,31.3,0.75,-0.144,-65.1,-73.5,27.79
4h,5m,40,ny_am,W5,target_or_2r,,4.0,,,464,0.7173,32.1,0.8,-0.143,-66.3,-82.0,28.58
4h,5m,40,ny_am,W5,exit3,,4.0,,,464,0.7173,32.5,0.76,-0.136,-62.9,-74.2,28.58
4h,5m,40,ny_am,W6,fixed2r,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W6,exit3,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,ny_am,W7,fixed2r,,,mid,,224,0.3463,22.3,0.32,-0.758,-169.7,-173.0,5.44
4h,5m,40,ny_am,W7,exit3,,,mid,,224,0.3463,21.0,0.23,-0.8,-179.2,-181.0,5.44
4h,5m,40,ny_am,W7,fixed2r,,,high,,78,0.1206,11.5,0.13,-1.094,-85.3,-83.8,4.84
4h,5m,40,ny_am,W7,exit3,,,high,,78,0.1206,10.3,0.09,-1.075,-83.8,-82.3,4.84
4h,5m,40,ny_am,W8,fixed2r,,,mid,,100,0.1546,18.0,0.28,-0.816,-81.6,-79.7,5.93
4h,5m,40,ny_am,W8,exit3,,,mid,,100,0.1546,18.0,0.2,-0.866,-86.6,-84.7,5.93
4h,5m,40,ny_am,W8,fixed2r,,,high,,50,0.0773,36.0,0.73,-0.22,-11.0,-15.1,8.97
4h,5m,40,ny_am,W8,exit3,,,high,,50,0.0773,36.0,0.55,-0.34,-17.0,-19.6,8.97
4h,5m,40,24h-control,W1,fixed2r,1.0,,,False,2324,3.5928,33.4,0.8,-0.156,-363.5,-378.6,13.0
4h,5m,40,24h-control,W1,exit3,1.0,,,False,2324,3.5928,33.4,0.73,-0.166,-385.5,-397.6,13.0
4h,5m,40,24h-control,W1+W11,fixed2r,1.0,,,True,363,0.5612,31.4,0.77,-0.177,-64.4,-89.1,14.78
4h,5m,40,24h-control,W1+W11,exit3,1.0,,,True,363,0.5612,31.7,0.68,-0.199,-72.3,-85.0,14.78
4h,5m,40,24h-control,W1,fixed2r,3.0,,,False,2381,3.6809,33.3,0.81,-0.148,-351.7,-363.0,15.0
4h,5m,40,24h-control,W1,exit3,3.0,,,False,2381,3.6809,33.3,0.75,-0.147,-351.0,-360.7,15.0
4h,5m,40,24h-control,W1+W11,fixed2r,3.0,,,True,383,0.5921,34.7,0.9,-0.072,-27.8,-60.0,16.62
4h,5m,40,24h-control,W1+W11,exit3,3.0,,,True,383,0.5921,34.7,0.82,-0.105,-40.3,-61.6,16.62
4h,5m,40,24h-control,W2,fixed2r,1.0,,,,2330,3.602,33.0,0.66,-0.296,-689.9,-715.0,5.8
4h,5m,40,24h-control,W2,exit3,1.0,,,,2330,3.602,32.9,0.57,-0.298,-695.1,-712.0,5.8
4h,5m,40,24h-control,W2,fixed2r,3.0,,,,2404,3.7164,32.5,0.67,-0.283,-680.0,-703.2,6.79
4h,5m,40,24h-control,W2,exit3,3.0,,,,2404,3.7164,32.6,0.58,-0.286,-687.5,-704.2,6.79
4h,5m,40,24h-control,W3,fixed2r,1.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3,exit3,1.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3+W11,fixed2r,1.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3+W11,exit3,1.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3,fixed2r,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3,exit3,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3+W11,fixed2r,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3+W11,exit3,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3,fixed2r,3.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3,exit3,3.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3+W11,fixed2r,3.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3+W11,exit3,3.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3,fixed2r,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3,exit3,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3+W11,fixed2r,3.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W3+W11,exit3,3.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W4,fixed2r,1.0,,mid,,3,0.0046,66.7,2.46,0.563,1.7,-1.2,4.81
4h,5m,40,24h-control,W4,exit3,1.0,,mid,,3,0.0046,66.7,11.72,0.563,1.7,-0.2,4.81
4h,5m,40,24h-control,W4,fixed2r,1.0,,high,,1,0.0015,0.0,0.0,-1.897,-1.9,0.0,1.34
4h,5m,40,24h-control,W4,exit3,1.0,,high,,1,0.0015,0.0,0.0,-1.897,-1.9,0.0,1.34
4h,5m,40,24h-control,W4,fixed2r,3.0,,mid,,3,0.0046,66.7,2.46,0.563,1.7,-1.2,4.81
4h,5m,40,24h-control,W4,exit3,3.0,,mid,,3,0.0046,66.7,11.72,0.563,1.7,-0.2,4.81
4h,5m,40,24h-control,W4,fixed2r,3.0,,high,,1,0.0015,0.0,0.0,-1.897,-1.9,0.0,1.34
4h,5m,40,24h-control,W4,exit3,3.0,,high,,1,0.0015,0.0,0.0,-1.897,-1.9,0.0,1.34
4h,5m,40,24h-control,W5,target_or_2r,,2.0,,,3081,4.763,32.5,0.72,-0.227,-698.2,-719.2,11.5
4h,5m,40,24h-control,W5,exit3,,2.0,,,3081,4.763,32.5,0.65,-0.223,-686.0,-694.8,11.5
4h,5m,40,24h-control,W5,target_or_2r,,4.0,,,3082,4.7646,32.4,0.73,-0.212,-654.3,-678.0,12.64
4h,5m,40,24h-control,W5,exit3,,4.0,,,3082,4.7646,32.4,0.67,-0.21,-648.6,-661.4,12.64
4h,5m,40,24h-control,W6,fixed2r,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W6,exit3,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,5m,40,24h-control,W7,fixed2r,,,mid,,807,1.2476,21.7,0.26,-0.873,-704.8,-710.9,3.55
4h,5m,40,24h-control,W7,exit3,,,mid,,807,1.2476,19.8,0.19,-0.898,-724.3,-726.3,3.55
4h,5m,40,24h-control,W7,fixed2r,,,high,,387,0.5983,17.6,0.16,-1.133,-438.3,-438.7,2.19
4h,5m,40,24h-control,W7,exit3,,,high,,387,0.5983,15.5,0.1,-1.164,-450.3,-450.2,2.19
4h,5m,40,24h-control,W8,fixed2r,,,mid,,449,0.6941,20.7,0.29,-0.805,-361.2,-359.4,4.54
4h,5m,40,24h-control,W8,exit3,,,mid,,449,0.6941,20.0,0.21,-0.855,-383.7,-381.9,4.54
4h,5m,40,24h-control,W8,fixed2r,,,high,,200,0.3092,22.5,0.35,-0.697,-139.5,-141.2,5.8
4h,5m,40,24h-control,W8,exit3,,,high,,200,0.3092,22.5,0.26,-0.74,-148.0,-149.2,5.8
4h,15m,20,asia,W1,fixed2r,1.0,,,False,257,0.3973,34.2,0.87,-0.099,-25.4,-38.9,14.48
4h,15m,20,asia,W1,exit3,1.0,,,False,257,0.3973,34.2,0.82,-0.107,-27.4,-35.1,14.48
4h,15m,20,asia,W1+W11,fixed2r,1.0,,,True,6,0.0093,66.7,3.28,0.901,5.4,-1.2,17.65
4h,15m,20,asia,W1+W11,exit3,1.0,,,True,6,0.0093,66.7,2.43,0.568,3.4,-1.2,17.65
4h,15m,20,asia,W1,fixed2r,3.0,,,False,271,0.4189,33.9,0.87,-0.094,-25.5,-46.2,16.81
4h,15m,20,asia,W1,exit3,3.0,,,False,271,0.4189,33.9,0.83,-0.094,-25.5,-39.5,16.81
4h,15m,20,asia,W1+W11,fixed2r,3.0,,,True,4,0.0062,50.0,1.76,0.421,1.7,-1.0,31.05
4h,15m,20,asia,W1+W11,exit3,3.0,,,True,4,0.0062,50.0,2.37,0.421,1.7,-0.0,31.05
4h,15m,20,asia,W2,fixed2r,1.0,,,,539,0.8333,32.8,0.7,-0.239,-128.9,-144.4,7.25
4h,15m,20,asia,W2,exit3,1.0,,,,539,0.8333,32.7,0.66,-0.209,-112.4,-119.9,7.25
4h,15m,20,asia,W2,fixed2r,3.0,,,,582,0.8997,35.1,0.8,-0.152,-88.5,-104.7,8.82
4h,15m,20,asia,W2,exit3,3.0,,,,582,0.8997,34.9,0.74,-0.152,-88.5,-98.2,8.82
4h,15m,20,asia,W3,fixed2r,1.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3,exit3,1.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3+W11,fixed2r,1.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3+W11,exit3,1.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3,fixed2r,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3,exit3,1.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3+W11,fixed2r,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3+W11,exit3,1.0,,high,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3,fixed2r,3.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3,exit3,3.0,,mid,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3+W11,fixed2r,3.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3+W11,exit3,3.0,,mid,True,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3,fixed2r,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
4h,15m,20,asia,W3,exit3,3.0,,high,False,0,0.0,0.0,0.0,0.0,0.0,0.0,
